Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,NASDAQ Symbol,NextShares
Y,FJP,First Trust Japan AlphaDEX Fund,Q,G,Y,100,N,N,FJP,N
Y,FKO,First Trust South Korea AlphaDEX Fund,Q,G,Y,100,N,N,FKO,N
Y,FKU,First Trust United Kingdom AlphaDEX Fund,Q,G,Y,100,N,N,FKU,N
Y,FLDM,Fluidigm Corporation - Common Stock,Q,Q,N,100,N,N,FLDM,N
Y,FLEX,Flex Ltd. - Ordinary Shares,Q,Q,N,100,N,N,FLEX,N
Y,FLGT,"Fulgent Genetics, Inc. - Common Stock",Q,G,N,100,N,N,FLGT,N
Y,FLIC,The First of Long Island Corporation - Common Stock,Q,S,N,100,N,N,FLIC,N
Y,FLIR,"FLIR Systems, Inc. - Common Stock",Q,Q,N,100,N,N,FLIR,N
Y,FLL,"Full House Resorts, Inc. - Common Stock",Q,S,N,100,N,N,FLL,N
Y,FLMN,Falcon Minerals Corporation - Class A Common Stock,Q,S,N,100,N,N,FLMN,N
Y,FLN,First Trust Latin America AlphaDEX Fund,Q,G,Y,100,N,N,FLN,N
Y,FLNT,"Fluent, Inc. - Common Stock",Q,G,N,100,N,N,FLNT,N
Y,FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",Q,Q,N,100,N,N,FLWS,N
Y,FLXN,"Flexion Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,FLXN,N
Y,FLXS,"Flexsteel Industries, Inc. - Common Stock",Q,Q,N,100,N,N,FLXS,N
Y,FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,FMAO,N
Y,FMB,First Trust Managed Municipal ETF,Q,G,Y,100,N,N,FMB,N
Y,FMBH,"First Mid Bancshares, Inc. - Common Stock",Q,G,N,100,N,N,FMBH,N
Y,FMBI,"First Midwest Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,FMBI,N
Y,FMCI,Forum Merger II Corporation - Class A Common Stock,Q,S,N,100,N,N,FMCI,N
Y,FMCIU,Forum Merger II Corporation - Unit,Q,S,N,100,N,N,FMCIU,N
Y,FMHI,First Trust Municipal High Income ETF,Q,G,Y,100,N,N,FMHI,N
Y,FMK,First Trust Mega Cap AlphaDEX Fund,Q,G,Y,100,N,N,FMK,N
Y,FMNB,Farmers National Banc Corp. - Common Stock,Q,S,N,100,N,N,FMNB,N
Y,FNCB,FNCB Bancorp Inc. - Common Stock,Q,S,N,100,N,N,FNCB,N
Y,FNHC,FedNat Holding Company - Common Stock,Q,G,N,100,N,N,FNHC,N
Y,FNJN,"Finjan Holdings, Inc. - Common Stock",Q,S,N,100,N,N,FNJN,N
Y,FNK,First Trust Mid Cap Value AlphaDEX Fund,Q,G,Y,100,N,N,FNK,N
Y,FNKO,"Funko, Inc. - Class A Common Stock",Q,Q,N,100,N,N,FNKO,N
Y,FNLC,"First Bancorp, Inc (ME) - Common Stock",Q,Q,N,100,N,N,FNLC,N
Y,FNWB,First Northwest Bancorp - Common Stock,Q,G,N,100,N,N,FNWB,N
Y,FNX,First Trust Mid Cap Core AlphaDEX Fund,Q,G,Y,100,N,N,FNX,N
Y,FNY,First Trust Mid Cap Growth AlphaDEX Fund,Q,G,Y,100,N,N,FNY,N
Y,FOCS,Focus Financial Partners Inc. - Common Stock,Q,Q,N,100,N,N,FOCS,N
Y,FOLD,"Amicus Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,FOLD,N
Y,FONR,Fonar Corporation - Common Stock,Q,S,N,100,N,N,FONR,N
Y,FORD,"Forward Industries, Inc. - Common Stock",Q,S,N,100,N,N,FORD,N
Y,FORK,Fuling Global Inc. - Ordinary Shares,Q,S,N,100,N,N,FORK,N
Y,FORM,"FormFactor, Inc. - Common Stock",Q,Q,N,100,N,N,FORM,N
Y,FORR,"Forrester Research, Inc. - Common Stock",Q,Q,N,100,N,N,FORR,N
Y,FORTY,Formula Systems (1985) Ltd. - American Depositary Shares,Q,Q,N,100,N,N,FORTY,N
Y,FOSL,"Fossil Group, Inc. - Common Stock",Q,Q,N,100,N,N,FOSL,N
Y,FOX,Fox Corporation - Class B Common Stock,Q,Q,N,100,N,N,FOX,N
Y,FOXA,Fox Corporation - Class A Common Stock,Q,Q,N,100,N,N,FOXA,N
Y,FOXF,Fox Factory Holding Corp. - Common Stock,Q,Q,N,100,N,N,FOXF,N
Y,FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,Q,G,Y,100,N,N,FPA,N
Y,FPAY,"FlexShopper, Inc. - Common Stock",Q,S,N,100,N,N,FPAY,N
Y,FPRX,"Five Prime Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,FPRX,N
Y,FPXE,First Trust IPOX Europe Equity Opportunities ETF,Q,G,Y,100,N,N,FPXE,N
Y,FPXI,First Trust International Equity Opportunities ETF,Q,G,Y,100,N,N,FPXI,N
Y,FRAF,Franklin Financial Services Corporation - Common Stock,Q,S,N,100,N,N,FRAF,N
Y,FRAN,Francesca's Holdings Corporation - Common Stock,Q,Q,N,100,N,N,FRAN,N
Y,FRBA,First Bank - Common Stock,Q,G,N,100,N,N,FRBA,N
Y,FRBK,"Republic First Bancorp, Inc. - Common Stock",Q,G,N,100,N,N,FRBK,N
Y,FREQ,"Frequency Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,FREQ,N
Y,FRG,"Franchise Group, Inc. - Common Stock",Q,G,N,100,N,N,FRG,N
Y,FRGI,"Fiesta Restaurant Group, Inc. - Common Stock",Q,Q,N,100,N,N,FRGI,N
Y,FRHC,Freedom Holding Corp. - Common Stock,Q,S,N,100,N,N,FRHC,N
Y,FRME,First Merchants Corporation - Common Stock,Q,Q,N,100,N,N,FRME,N
Y,FRPH,"FRP Holdings, Inc. - Common Stock",Q,Q,N,100,N,N,FRPH,N
Y,FRPT,"Freshpet, Inc. - Common Stock",Q,G,N,100,N,N,FRPT,N
Y,FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,Q,S,N,100,N,N,FRSX,N
Y,FRTA,"Forterra, Inc. - Common Stock",Q,Q,N,100,N,N,FRTA,N
Y,FSBC,"FSB Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,FSBC,N
Y,FSBW,"FS Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,FSBW,N
Y,FSCT,"ForeScout Technologies, Inc. - Common Stock",Q,G,N,100,N,N,FSCT,N
Y,FSEA,First Seacoast Bancorp - Common Stock,Q,S,N,100,N,N,FSEA,N
Y,FSFG,"First Savings Financial Group, Inc. - Common Stock",Q,S,N,100,N,N,FSFG,N
Y,FSLR,"First Solar, Inc. - Common Stock",Q,Q,N,100,N,N,FSLR,N
Y,FSRV,FinServ Acquisition Corp. - Class A Common Stock,Q,S,N,100,N,N,FSRV,N
Y,FSRVU,FinServ Acquisition Corp. - Unit,Q,S,N,100,N,N,FSRVU,N
Y,FSTR,L.B. Foster Company - Common Stock,Q,Q,N,100,N,N,FSTR,N
Y,FSV,FirstService Corporation - Common Shares,Q,Q,N,100,N,N,FSV,N
Y,FSZ,First Trust Switzerland AlphaDEX Fund,Q,G,Y,100,N,N,FSZ,N
Y,FTA,First Trust Large Cap Value AlphaDEX Fund,Q,G,Y,100,N,N,FTA,N
Y,FTAC,FinTech Acquisition Corp. III - Class A Common Stock,Q,S,N,100,N,N,FTAC,N
Y,FTACU,FinTech Acquisition Corp. III - Unit,Q,S,N,100,N,N,FTACU,N
Y,FTAG,First Trust Indxx Global Agriculture ETF,Q,G,Y,100,N,N,FTAG,N
Y,FTC,First Trust Large Cap Growth AlphaDEX Fund,Q,G,Y,100,N,N,FTC,N
Y,FTCS,First Trust Capital Strength ETF,Q,G,Y,100,N,N,FTCS,N
Y,FTDR,"frontdoor, inc. - Common Stock",Q,Q,N,100,N,N,FTDR,N
Y,FTEK,"Fuel Tech, Inc. - Common Stock",Q,Q,N,100,N,D,FTEK,N
Y,FTFT,Future FinTech Group Inc. - Common Stock,Q,S,N,100,N,D,FTFT,N
Y,FTGC,First Trust Global Tactical Commodity Strategy Fund,Q,G,Y,100,N,N,FTGC,N
Y,FTHI,First Trust BuyWrite Income ETF,Q,G,Y,100,N,N,FTHI,N
Y,FTLB,First Trust Hedged BuyWrite Income ETF,Q,G,Y,100,N,N,FTLB,N
Y,FTNT,"Fortinet, Inc. - Common Stock",Q,Q,N,100,N,N,FTNT,N
Y,FTR,Frontier Communications Corporation - Common Stock,Q,Q,N,100,N,D,FTR,N
Y,FTRI,First Trust Indxx Global Natural Resources Income ETF,Q,G,Y,100,N,N,FTRI,N
Y,FTSL,First Trust Senior Loan Fund ETF,Q,G,Y,100,N,N,FTSL,N
Y,FTSM,First Trust Enhanced Short Maturity ETF,Q,G,Y,100,N,N,FTSM,N
Y,FTSV,"Forty Seven, Inc. - Common Stock",Q,Q,N,100,N,N,FTSV,N
Y,FTXD,First Trust Nasdaq Retail ETF,Q,G,Y,100,N,N,FTXD,N
Y,FTXG,First Trust Nasdaq Food & Beverage ETF,Q,G,Y,100,N,N,FTXG,N
Y,FTXH,First Trust Nasdaq Pharmaceuticals ETF,Q,G,Y,100,N,N,FTXH,N
Y,FTXL,First Trust Nasdaq Semiconductor ETF,Q,G,Y,100,N,N,FTXL,N
Y,FTXN,First Trust Nasdaq Oil & Gas ETF,Q,G,Y,100,N,N,FTXN,N
Y,FTXO,First Trust Nasdaq Bank ETF,Q,G,Y,100,N,N,FTXO,N
Y,FTXR,First Trust Nasdaq Transportation ETF,Q,G,Y,100,N,N,FTXR,N
Y,FULC,"Fulcrum Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,FULC,N
Y,FULT,Fulton Financial Corporation - Common Stock,Q,Q,N,100,N,N,FULT,N
Y,FUNC,First United Corporation - Common Stock,Q,Q,N,100,N,N,FUNC,N
Y,FUND,"Sprott Focus Trust, Inc. - Closed End Fund",Q,Q,N,100,N,N,FUND,N
Y,FUSB,"First US Bancshares, Inc. - Common Stock",Q,S,N,100,N,N,FUSB,N
Y,FUTU,Futu Holdings Limited - American Depositary Shares,Q,G,N,100,N,N,FUTU,N
Y,FUV,"Arcimoto, Inc. - Common Stock",Q,S,N,100,N,D,FUV,N
Y,FV,First Trust Dorsey Wright Focus 5 ETF,Q,G,Y,100,N,N,FV,N
Y,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,Q,G,Y,100,N,N,FVC,N
Y,FVCB,"FVCBankcorp, Inc. - Common Stock",Q,S,N,100,N,N,FVCB,N
Y,FVE,Five Star Senior Living Inc. - Common Shares,Q,S,N,100,N,N,FVE,N
Y,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,Q,Q,N,100,N,N,FWONA,N
Y,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,Q,Q,N,100,N,N,FWONK,N
Y,FWP,Forward Pharma A/S - American Depositary Shares,Q,S,N,100,N,N,FWP,N
Y,FWRD,Forward Air Corporation - Common Stock,Q,Q,N,100,N,N,FWRD,N
Y,FXNC,First National Corporation - Common Stock,Q,S,N,100,N,N,FXNC,N
Y,FYC,First Trust Small Cap Growth AlphaDEX Fund,Q,G,Y,100,N,N,FYC,N
Y,FYT,First Trust Small Cap Value AlphaDEX Fund,Q,G,Y,100,N,N,FYT,N
Y,FYX,First Trust Small Cap Core AlphaDEX Fund,Q,G,Y,100,N,N,FYX,N
Y,GABC,"German American Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,GABC,N
Y,GAIA,"Gaia, Inc. - Class A Common Stock",Q,G,N,100,N,N,GAIA,N
Y,GAIN,Gladstone Investment Corporation - Business Development Company,Q,Q,N,100,N,N,GAIN,N
Y,GAINL,Gladstone Investment Corporation - 6.375% Series E Cumulative Term Preferred Stock due 2025,Q,Q,N,100,N,N,GAINL,N
Y,GAINM,Gladstone Investment Corporation - 6.25% Series D Cumulative Term Preferred Stock,Q,Q,N,100,N,N,GAINM,N
Y,GALT,Galectin Therapeutics Inc. - Common Stock,Q,S,N,100,N,N,GALT,N
Y,GARS,Garrison Capital Inc. - Common Stock,Q,Q,N,100,N,N,GARS,N
Y,GASS,"StealthGas, Inc. - common stock",Q,Q,N,100,N,N,GASS,N
Y,GBCI,"Glacier Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,GBCI,N
Y,GBDC,"Golub Capital BDC, Inc. - Common Stock",Q,Q,N,100,N,N,GBDC,N
Y,GBLI,Global Indemnity Limited - Class A Common Shares,Q,Q,N,100,N,N,GBLI,N
Y,GBLIZ,Global Indemnity Limited - 7.75% Subordinated Note Due 2045,Q,Q,N,100,N,N,GBLIZ,N
Y,GBT,"Global Blood Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,GBT,N
Y,GCBC,"Greene County Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,GCBC,N
Y,GDEN,"Golden Entertainment, Inc. - Common Stock",Q,G,N,100,N,N,GDEN,N
Y,GDS,GDS Holdings Limited - American Depositary Shares,Q,G,N,100,N,N,GDS,N
Y,GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",Q,S,N,100,N,N,GDYN,N
Y,GEC,"Great Elm Capital Group, Inc.  - Common Stock",Q,Q,N,100,N,N,GEC,N
Y,GECC,Great Elm Capital Corp. - Common Stock,Q,G,N,100,N,N,GECC,N
Y,GECCN,Great Elm Capital Corp. - Notes,Q,G,N,100,N,N,GECCN,N
Y,GENC,Gencor Industries Inc. - Common Stock,Q,G,N,100,N,N,GENC,N
Y,GENE,Genetic Technologies Ltd - American Depositary Shares representing 600 ordinary shares,Q,S,N,100,N,D,GENE,N
Y,GENY,Principal Millennials Index ETF,Q,G,Y,100,N,N,GENY,N
Y,GEOS,Geospace Technologies Corporation - Common Stock,Q,Q,N,100,N,N,GEOS,N
Y,GERN,Geron Corporation - Common Stock,Q,Q,N,100,N,N,GERN,N
Y,GEVO,"Gevo, Inc. - Common Stock",Q,S,N,100,N,N,GEVO,N
Y,GFED,"Guaranty Federal Bancshares, Inc. - Common Stock",Q,G,N,100,N,N,GFED,N
Y,GFN,General Finance Corporation - Common Stock,Q,G,N,100,N,N,GFN,N
Y,GFNCP,General Finance Corporation - Cumulative Redeemable Perpetual Preferred Series C,Q,G,N,100,N,N,GFNCP,N
Y,GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",Q,S,N,100,N,N,GGAL,N
Y,GH,"Guardant Health, Inc. - Common Stock",Q,Q,N,100,N,N,GH,N
Y,GHIV,"Gores Holdings IV, Inc. - Class A Common Stock",Q,S,N,100,N,N,GHIV,N
Y,GHIVU,"Gores Holdings IV, Inc. - Unit",Q,S,N,100,N,N,GHIVU,N
Y,GHSI,"Guardion Health Sciences, Inc. - Common Stock",Q,S,N,100,N,D,GHSI,N
Y,GIFI,"Gulf Island Fabrication, Inc. - Common Stock",Q,Q,N,100,N,N,GIFI,N
Y,GIGE,SoFi Gig Economy ETF,Q,G,Y,100,N,N,GIGE,N
Y,GIGM,GigaMedia Limited - Ordinary Shares,Q,S,N,100,N,N,GIGM,N
Y,GIII,"G-III Apparel Group, LTD. - Common Stock",Q,Q,N,100,N,N,GIII,N
Y,GILD,"Gilead Sciences, Inc. - Common Stock",Q,Q,N,100,N,N,GILD,N
Y,GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,Q,Q,N,100,N,N,GILT,N
Y,GLAD,Gladstone Capital Corporation - Common Stock,Q,Q,N,100,N,N,GLAD,N
Y,GLADD,Gladstone Capital Corporation - 6.125% Notes due 2023,Q,Q,N,100,N,N,GLADD,N
Y,GLADL,Gladstone Capital Corporation - 5.375% Notes due 2024,Q,Q,N,100,N,N,GLADL,N
Y,GLBS,Globus Maritime Limited - Common Stock,Q,S,N,100,N,D,GLBS,N
Y,GLBZ,Glen Burnie Bancorp - Common Stock,Q,S,N,100,N,N,GLBZ,N
Y,GLDD,Great Lakes Dredge & Dock Corporation - Common Stock,Q,Q,N,100,N,N,GLDD,N
Y,GLDI,Credit Suisse AG - Credit Suisse Gold Shares Covered Call Exchange Traded Notes,Q,G,N,100,N,N,GLDI,N
Y,GLG,"TD Holdings, Inc. - Common Stock",Q,S,N,100,N,N,GLG,N
Y,GLIBA,"GCI Liberty, Inc. - Class A Common Stock",Q,Q,N,100,N,N,GLIBA,N
Y,GLIBP,"GCI Liberty, Inc. - Series A Cumulative Redeemable Preferred Stock",Q,Q,N,100,N,N,GLIBP,N
Y,GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,Q,S,N,100,N,N,GLMD,N
Y,GLNG,Golar LNG Limited - Common Shares,Q,Q,N,100,N,N,GLNG,N
Y,GLPG,Galapagos NV - American Depositary Shares,Q,Q,N,100,N,N,GLPG,N
Y,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",Q,Q,N,100,N,N,GLPI,N
Y,GLRE,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",Q,Q,N,100,N,N,GLRE,N
Y,GLUU,Glu Mobile Inc. - Common Stock,Q,Q,N,100,N,N,GLUU,N
Y,GLYC,"GlycoMimetics, Inc. - Common Stock",Q,G,N,100,N,N,GLYC,N
Y,GMAB,Genmab A/S - American Depositary Shares,Q,Q,N,100,N,N,GMAB,N
Y,GMDA,Gamida Cell Ltd. - Ordinary Shares,Q,G,N,100,N,N,GMDA,N
Y,GMHI,"Gores Metropoulos, Inc. - Class A Common Stock",Q,S,N,100,N,N,GMHI,N
Y,GMHIU,"Gores Metropoulos, Inc. - Unit",Q,S,N,100,N,N,GMHIU,N
Y,GMLP,Golar LNG Partners LP - Common Units Representing Limited Partnership,Q,Q,N,100,N,N,GMLP,N
Y,GMLPP,Golar LNG Partners LP - 8.75% Series A Cumulative Redeemable Preferred Units,Q,Q,N,100,N,N,GMLPP,N
Y,GNCA,"Genocea Biosciences, Inc. - Common Stock",Q,S,N,100,N,N,GNCA,N
Y,GNFT,GENFIT S.A. - American Depositary Shares,Q,Q,N,100,N,N,GNFT,N
Y,GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",Q,G,N,100,N,N,GNLN,N
Y,GNMA,iShares GNMA Bond ETF,Q,G,Y,100,N,N,GNMA,N
Y,GNMK,"GenMark Diagnostics, Inc. - Common Stock",Q,G,N,100,N,N,GNMK,N
Y,GNOM,Global X Genomics & Biotechnology ETF,Q,G,Y,100,N,N,GNOM,N
Y,GNPX,"Genprex, Inc. - Common Stock",Q,S,N,100,N,N,GNPX,N
Y,GNRSU,Greenrose Acquisition Corp. - Unit,Q,S,N,100,N,N,GNRSU,N
Y,GNSS,Genasys Inc. - Common Stock,Q,S,N,100,N,N,GNSS,N
Y,GNTX,Gentex Corporation - Common Stock,Q,Q,N,100,N,N,GNTX,N
Y,GNTY,"Guaranty Bancshares, Inc. - Common Stock",Q,Q,N,100,N,N,GNTY,N
Y,GNUS,"Genius Brands International, Inc. - Common Stock",Q,S,N,100,N,D,GNUS,N
Y,GO,Grocery Outlet Holding Corp. - Common Stock,Q,Q,N,100,N,N,GO,N
Y,GOGL,Golden Ocean Group Limited - Common Stock,Q,Q,N,100,N,N,GOGL,N
Y,GOGO,Gogo Inc. - Common Stock,Q,Q,N,100,N,N,GOGO,N
Y,GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,Q,Q,N,100,N,N,GOOD,N
Y,GOODM,Gladstone Commercial Corporation - Series D Cumulative Redeemable Preferred Stock,Q,Q,N,100,N,N,GOODM,N
Y,GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,Q,Q,N,100,N,N,GOODN,N
Y,GOOG,Alphabet Inc. - Class C Capital Stock,Q,Q,N,100,N,N,GOOG,N
Y,GOOGL,Alphabet Inc. - Class A Common Stock,Q,Q,N,100,N,N,GOOGL,N
Y,GOSS,"Gossamer Bio, Inc. - Common Stock",Q,Q,N,100,N,N,GOSS,N
Y,GPAQ,Gordon Pointe Acquisition Corp. - Class A Common Stock,Q,S,N,100,N,D,GPAQ,N
Y,GPAQU,Gordon Pointe Acquisition Corp. - Unit,Q,S,N,100,N,D,GPAQU,N
Y,GPOR,Gulfport Energy Corporation - Common Stock,Q,Q,N,100,N,N,GPOR,N
Y,GPP,Green Plains Partners LP - Common Units,Q,G,N,100,N,N,GPP,N
Y,GPRE,"Green Plains, Inc. - Common Stock",Q,Q,N,100,N,N,GPRE,N
Y,GPRO,"GoPro, Inc. - Class A Common Stock",Q,Q,N,100,N,N,GPRO,N
Y,GRBK,"Green Brick Partners, Inc. - Common Stock",Q,S,N,100,N,N,GRBK,N
Y,GRFS,"Grifols, S.A. - American Depositary Shares",Q,Q,N,100,N,N,GRFS,N
Y,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,Q,G,Y,100,N,N,GRID,N
Y,GRIF,"Griffin Industrial Realty, Inc. - Common Stock",Q,G,N,100,N,N,GRIF,N
Y,GRIL,"Muscle Maker, Inc - Common Stock",Q,S,N,100,N,N,GRIL,N
Y,GRIN,Grindrod Shipping Holdings Ltd. - Ordinary Shares,Q,Q,N,100,N,N,GRIN,N
Y,GRMN,Garmin Ltd. - Common Stock,Q,Q,N,100,N,N,GRMN,N
Y,GRNQ,Greenpro Capital Corp. - Common Stock,Q,S,N,100,N,D,GRNQ,N
Y,GRNV,GreenVision Acquisition Corp - Common Stock,Q,S,N,100,N,N,GRNV,N
Y,GRNVU,GreenVision Acquisition Corp - Unit,Q,S,N,100,N,N,GRNVU,N
Y,GROW,"U.S. Global Investors, Inc. - Class A Common Stock",Q,S,N,100,N,N,GROW,N
Y,GRPN,"Groupon, Inc. - Common Stock",Q,Q,N,100,N,N,GRPN,N
Y,GRTS,"Gritstone Oncology, Inc. - Common Stock",Q,Q,N,100,N,N,GRTS,N
Y,GRTX,"Galera Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,GRTX,N
Y,GRVY,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",Q,G,N,100,N,N,GRVY,N
Y,GRWG,GrowGeneration Corp. - Common Stock,Q,S,N,100,N,N,GRWG,N
Y,GSBC,"Great Southern Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,GSBC,N
Y,GSHD,"Goosehead Insurance, Inc. - Class A Common Stock",Q,Q,N,100,N,N,GSHD,N
Y,GSIT,"GSI Technology, Inc. - Common Stock",Q,Q,N,100,N,N,GSIT,N
Y,GSKY,"GreenSky, Inc. - Common Stock",Q,Q,N,100,N,N,GSKY,N
Y,GSM,Ferroglobe PLC - Ordinary Shares,Q,Q,N,100,N,D,GSM,N
Y,GSMG,Glory Star New Media Group Holdings Limited - Ordinary Share,Q,S,N,100,N,N,GSMG,N
Y,GSUM,Gridsum Holding Inc. - American Depositary Shares,Q,Q,N,100,N,N,GSUM,N
Y,GT,The Goodyear Tire & Rubber Company - Common Stock,Q,Q,N,100,N,N,GT,N
Y,GTEC,Greenland Technologies Holding Corporation - Ordinary Shares,Q,S,N,100,N,N,GTEC,N
Y,GTHX,"G1 Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,GTHX,N
Y,GTIM,Good Times Restaurants Inc. - Common Stock,Q,S,N,100,N,N,GTIM,N
Y,GTLS,"Chart Industries, Inc. - Common Stock",Q,Q,N,100,N,N,GTLS,N
Y,GTYH,"GTY Technology Holdings, Inc. - Common Stock",Q,S,N,100,N,N,GTYH,N
Y,GULF,WisdomTree Middle East Dividend Fund,Q,G,Y,100,N,N,GULF,N
Y,GURE,"Gulf Resources, Inc. - Common Stock",Q,Q,N,100,N,N,GURE,N
Y,GVP,"GSE Systems, Inc. - Common Stock",Q,S,N,100,N,N,GVP,N
Y,GWGH,"GWG Holdings, Inc - Common Stock",Q,S,N,100,N,N,GWGH,N
Y,GWPH,GW Pharmaceuticals Plc - American Depositary Shares,Q,G,N,100,N,N,GWPH,N
Y,GWRS,"Global Water Resources, Inc. - common stock",Q,G,N,100,N,N,GWRS,N
Y,GXGX,GX Acquisition Corp. - Class A Common Stock,Q,S,N,100,N,N,GXGX,N
Y,GXGXU,GX Acquisition Corp. - Unit,Q,S,N,100,N,N,GXGXU,N
Y,GXTG,Global X Thematic Growth ETF,Q,G,Y,100,N,N,GXTG,N
Y,GYRO,"Gyrodyne , LLC - Common Stock",Q,S,N,100,N,N,GYRO,N
Y,HA,"Hawaiian Holdings, Inc. - Common Stock",Q,Q,N,100,N,N,HA,N
Y,HAFC,Hanmi Financial Corporation - Common Stock,Q,Q,N,100,N,N,HAFC,N
Y,HAIN,"The Hain Celestial Group, Inc. - Common Stock",Q,Q,N,100,N,N,HAIN,N
Y,HALL,"Hallmark Financial Services, Inc. - Common Stock",Q,G,N,100,N,E,HALL,N
Y,HALO,"Halozyme Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,HALO,N
Y,HAPP,Happiness Biotech Group Limited - Ordinary Shares,Q,S,N,100,N,N,HAPP,N
Y,HARP,"Harpoon Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,HARP,N
Y,HAS,"Hasbro, Inc. - Common Stock",Q,Q,N,100,N,N,HAS,N
Y,HAYN,"Haynes International, Inc. - Common Stock",Q,Q,N,100,N,N,HAYN,N
Y,HBAN,Huntington Bancshares Incorporated - Common Stock,Q,Q,N,100,N,N,HBAN,N
Y,HBANN,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/40th interest in a share of 5.875% Series C Non-Cumulative Perpetual Preferred Stock,Q,Q,N,100,N,N,HBANN,N
Y,HBANO,Huntington Bancshares Incorporated - Depositary Shares,Q,Q,N,100,N,N,HBANO,N
Y,HBCP,"Home Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,HBCP,N
Y,HBIO,"Harvard Bioscience, Inc. - Common Stock",Q,G,N,100,N,N,HBIO,N
Y,HBMD,"Howard Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,HBMD,N
Y,HBNC,"Horizon Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,HBNC,N
Y,HBP,"Huttig Building Products, Inc. - Common Stock",Q,S,N,100,N,N,HBP,N
Y,HBT,"HBT Financial, Inc. - Common Stock",Q,Q,N,100,N,N,HBT,N
Y,HCAC,Hennessy Capital Acquisition Corp. IV - Class A Common Stock,Q,S,N,100,N,N,HCAC,N
Y,HCACU,Hennessy Capital Acquisition Corp. IV - Unit,Q,S,N,100,N,N,HCACU,N
Y,HCAP,Harvest Capital Credit Corporation - Common Stock,Q,G,N,100,N,N,HCAP,N
Y,HCAT,"Health Catalyst, Inc - Common stock",Q,Q,N,100,N,N,HCAT,N
Y,HCCH,HL Acquisitions Corp. - Ordinary Shares,Q,S,N,100,N,D,HCCH,N
Y,HCCHU,HL Acquisitions Corp. - Unit,Q,S,N,100,N,N,HCCHU,N
Y,HCCI,"Heritage-Crystal Clean, Inc. - Common Stock",Q,Q,N,100,N,N,HCCI,N
Y,HCCO,Healthcare Merger Corp. - Class A Common Stock,Q,S,N,100,N,N,HCCO,N
Y,HCCOU,Healthcare Merger Corp. - Units,Q,S,N,100,N,N,HCCOU,N
Y,HCKT,"The Hackett Group, Inc. - Common Stock",Q,Q,N,100,N,N,HCKT,N
Y,HCM,Hutchison China MediTech Limited - American Depositary Shares,Q,Q,N,100,N,N,HCM,N
Y,HCSG,"Healthcare Services Group, Inc. - Common Stock",Q,Q,N,100,N,N,HCSG,N
Y,HDS,"HD Supply Holdings, Inc. - Common Stock",Q,Q,N,100,N,N,HDS,N
Y,HDSN,"Hudson Technologies, Inc. - Common Stock",Q,S,N,100,N,D,HDSN,N
Y,HEAR,Turtle Beach Corporation - Common Stock,Q,G,N,100,N,N,HEAR,N
Y,HEBT,"Hebron Technology Co., Ltd. - Class A Common Shares",Q,S,N,100,N,N,HEBT,N
