Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,NASDAQ Symbol,NextShares
Y,ATOS,"Atossa Therapeutics, Inc. - Common Stock",Q,S,N,100,N,N,ATOS,N
Y,ATRA,"Atara Biotherapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,ATRA,N
Y,ATRC,"AtriCure, Inc. - Common Stock",Q,G,N,100,N,N,ATRC,N
Y,ATRI,Atrion Corporation - Common Stock,Q,Q,N,100,N,N,ATRI,N
Y,ATRO,Astronics Corporation - Common Stock,Q,Q,N,100,N,N,ATRO,N
Y,ATRS,"Antares Pharma, Inc. - Common Stock",Q,S,N,100,N,N,ATRS,N
Y,ATSG,"Air Transport Services Group, Inc - Common Stock",Q,Q,N,100,N,N,ATSG,N
Y,ATVI,"Activision Blizzard, Inc - Common Stock",Q,Q,N,100,N,N,ATVI,N
Y,ATXI,"Avenue Therapeutics, Inc. - Common Stock",Q,S,N,100,N,N,ATXI,N
Y,AUB,Atlantic Union Bankshares Corporation - Common Stock,Q,Q,N,100,N,N,AUB,N
Y,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",Q,G,N,100,N,N,AUBN,N
Y,AUDC,AudioCodes Ltd. - Ordinary Shares,Q,Q,N,100,N,N,AUDC,N
Y,AUPH,Aurinia Pharmaceuticals Inc - Common Shares,Q,G,N,100,N,N,AUPH,N
Y,AUTL,Autolus Therapeutics plc - American Depositary Shares,Q,Q,N,100,N,N,AUTL,N
Y,AUTO,"AutoWeb, Inc. - Common Stock",Q,S,N,100,N,N,AUTO,N
Y,AVAV,"AeroVironment, Inc. - Common Stock",Q,Q,N,100,N,N,AVAV,N
Y,AVCO,Avalon GloboCare Corp. - Common Stock,Q,S,N,100,N,N,AVCO,N
Y,AVDL,Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share,Q,G,N,100,N,N,AVDL,N
Y,AVEO,"AVEO Pharmaceuticals, Inc. - Common Stock",Q,S,N,100,N,N,AVEO,N
Y,AVGO,Broadcom Inc. - Common Stock,Q,Q,N,100,N,N,AVGO,N
Y,AVGOP,"Broadcom Inc. - 8.00% Mandatory Convertible Preferred Stock, Series A",Q,Q,N,100,N,N,AVGOP,N
Y,AVGR,"Avinger, Inc. - Common Stock",Q,S,N,100,N,D,AVGR,N
Y,AVID,"Avid Technology, Inc. - Common Stock",Q,Q,N,100,N,N,AVID,N
Y,AVNW,"Aviat Networks, Inc. - Common Stock",Q,Q,N,100,N,N,AVNW,N
Y,AVRO,"AVROBIO, Inc. - Common Stock",Q,Q,N,100,N,N,AVRO,N
Y,AVT,"Avnet, Inc. - Common Stock",Q,Q,N,100,N,N,AVT,N
Y,AVXL,Anavex Life Sciences Corp. - Common Stock,Q,S,N,100,N,N,AVXL,N
Y,AWRE,"Aware, Inc. - Common Stock",Q,G,N,100,N,N,AWRE,N
Y,AXAS,Abraxas Petroleum Corporation - Common Stock,Q,S,N,100,N,D,AXAS,N
Y,AXDX,"Accelerate Diagnostics, Inc. - Common Stock",Q,S,N,100,N,N,AXDX,N
Y,AXGN,"Axogen, Inc. - Common Stock",Q,S,N,100,N,N,AXGN,N
Y,AXGT,Axovant Gene Therapies Ltd. - Common Shares,Q,Q,N,100,N,N,AXGT,N
Y,AXLA,Axcella Health Inc. - Common Stock,Q,G,N,100,N,N,AXLA,N
Y,AXNX,"Axonics Modulation Technologies, Inc. - Common Stock",Q,Q,N,100,N,N,AXNX,N
Y,AXSM,"Axsome Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,AXSM,N
Y,AXTI,AXT Inc - Common Stock,Q,Q,N,100,N,N,AXTI,N
Y,AY,Atlantica Yield plc - Ordinary Shares,Q,Q,N,100,N,N,AY,N
Y,AYTU,"Aytu BioScience, Inc. - Common Stock",Q,S,N,100,N,N,AYTU,N
Y,AZPN,"Aspen Technology, Inc. - Common Stock",Q,Q,N,100,N,N,AZPN,N
Y,AZRX,"AzurRx BioPharma, Inc. - Common Stock",Q,S,N,100,N,D,AZRX,N
Y,BAND,Bandwidth Inc. - Class A Common Stock,Q,Q,N,100,N,N,BAND,N
Y,BANF,BancFirst Corporation - Common Stock,Q,Q,N,100,N,N,BANF,N
Y,BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,Q,N,100,N,N,BANFP,N
Y,BANR,Banner Corporation - Common Stock,Q,Q,N,100,N,N,BANR,N
Y,BANX,StoneCastle Financial Corp - Common Stock,Q,Q,N,100,N,N,BANX,N
Y,BASI,"Bioanalytical Systems, Inc. - Common Stock",Q,S,N,100,N,N,BASI,N
Y,BATRA,Liberty Media Corporation - Series A Liberty Braves Common Stock,Q,Q,N,100,N,N,BATRA,N
Y,BATRK,Liberty Media Corporation - Series C Liberty Braves Common Stock,Q,Q,N,100,N,N,BATRK,N
Y,BBBY,Bed Bath & Beyond Inc. - Common Stock,Q,Q,N,100,N,N,BBBY,N
Y,BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",Q,S,N,100,N,N,BBCP,N
Y,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",Q,G,N,100,N,N,BBGI,N
Y,BBH,VanEck Vectors Biotech ETF,Q,G,Y,100,N,N,BBH,N
Y,BBI,"Brickell Biotech, Inc. - Common Stock",Q,S,N,100,N,N,BBI,N
Y,BBIO,"BridgeBio Pharma, Inc. - Common Stock",Q,Q,N,100,N,N,BBIO,N
Y,BBQ,"BBQ Holdings, Inc.  - Common Stock",Q,Q,N,100,N,N,BBQ,N
Y,BBSI,"Barrett Business Services, Inc. - Common Stock",Q,Q,N,100,N,N,BBSI,N
Y,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",Q,G,N,100,N,N,BCBP,N
Y,BCDA,"BioCardia, Inc. - Common Stock",Q,S,N,100,N,N,BCDA,N
Y,BCEL,"Atreca, Inc. - Class A Common Stock",Q,Q,N,100,N,N,BCEL,N
Y,BCLI,Brainstorm Cell Therapeutics Inc. - Common Stock,Q,S,N,100,N,N,BCLI,N
Y,BCML,BayCom Corp - Common Stock,Q,Q,N,100,N,N,BCML,N
Y,BCOM,B Communications Ltd. - Ordinary Shares,Q,Q,N,100,N,N,BCOM,N
Y,BCOR,"Blucora, Inc. - Common Stock",Q,Q,N,100,N,N,BCOR,N
Y,BCOV,Brightcove Inc. - Common Stock,Q,Q,N,100,N,N,BCOV,N
Y,BCOW,"1895 Bancorp of Wisconsin, Inc. - Common Stock",Q,S,N,100,N,N,BCOW,N
Y,BCPC,Balchem Corporation - Common Stock,Q,Q,N,100,N,N,BCPC,N
Y,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100,N,N,BCRX,N
Y,BCTF,"Bancorp 34, Inc. - Common Stock",Q,S,N,100,N,N,BCTF,N
Y,BCYC,Bicycle Therapeutics plc - American Depositary Shares,Q,Q,N,100,N,N,BCYC,N
Y,BDGE,"Bridge Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,BDGE,N
Y,BDSI,"BioDelivery Sciences International, Inc. - Common Stock",Q,Q,N,100,N,N,BDSI,N
Y,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",Q,Q,N,100,N,N,BDTX,N
Y,BEAM,Beam Therapeutics Inc. - Common Stock,Q,Q,N,100,N,N,BEAM,N
Y,BEAT,"BioTelemetry, Inc. - Common Stock",Q,Q,N,100,N,N,BEAT,N
Y,BECN,"Beacon Roofing Supply, Inc. - Common Stock",Q,Q,N,100,N,N,BECN,N
Y,BELFA,Bel Fuse Inc. - Class A Common Stock,Q,Q,N,100,N,N,BELFA,N
Y,BELFB,Bel Fuse Inc. - Class B Common Stock,Q,Q,N,100,N,N,BELFB,N
Y,BFC,Bank First Corporation - Common Stock,Q,S,N,100,N,N,BFC,N
Y,BFIN,BankFinancial Corporation - Common Stock,Q,Q,N,100,N,N,BFIN,N
Y,BFIT,Global X Health & Wellness Thematic ETF,Q,G,Y,100,N,N,BFIT,N
Y,BFRA,Biofrontera AG - American Depositary Shares,Q,S,N,100,N,N,BFRA,N
Y,BFST,"Business First Bancshares, Inc. - Common Stock",Q,Q,N,100,N,N,BFST,N
Y,BFYT,"Benefytt Technologies, Inc. - Class A Common Stock",Q,G,N,100,N,N,BFYT,N
Y,BGCP,"BGC Partners, Inc. - Class A Common Stock",Q,Q,N,100,N,N,BGCP,N
Y,BGFV,Big 5 Sporting Goods Corporation - Common Stock,Q,Q,N,100,N,N,BGFV,N
Y,BGNE,"BeiGene, Ltd. - American Depositary Shares",Q,Q,N,100,N,N,BGNE,N
Y,BGRN,iShares Global Green Bond ETF,Q,G,Y,100,N,N,BGRN,N
Y,BHAT,Blue Hat Interactive Entertainment Technology - Ordinary Shares,Q,S,N,100,N,N,BHAT,N
Y,BHF,"Brighthouse Financial, Inc. - Common Stock",Q,Q,N,100,N,N,BHF,N
Y,BHFAL,"Brighthouse Financial, Inc. - 6.25% Junior Subordinated Debentures due 2058",Q,Q,N,100,N,N,BHFAL,N
Y,BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",Q,Q,N,100,N,N,BHFAP,N
Y,BHTG,"BioHiTech Global, Inc. - Common Stock",Q,S,N,100,N,N,BHTG,N
Y,BIB,ProShares Ultra Nasdaq Biotechnology,Q,G,Y,100,N,N,BIB,N
Y,BICK,First Trust BICK Index Fund,Q,G,Y,100,N,N,BICK,N
Y,BIDU,"Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share",Q,Q,N,100,N,N,BIDU,N
Y,BIIB,Biogen Inc. - Common Stock,Q,Q,N,100,N,N,BIIB,N
Y,BILI,Bilibili Inc. - American Depositary Shares,Q,Q,N,100,N,N,BILI,N
Y,BIMI,BOQI International Medical Inc. - Common Stock,Q,S,N,100,N,N,BIMI,N
Y,BIOC,"Biocept, Inc. - Common Stock",Q,S,N,100,N,D,BIOC,N
Y,BIOL,"Biolase, Inc. - Common Stock",Q,S,N,100,N,D,BIOL,N
Y,BIS,ProShares UltraShort Nasdaq Biotechnology,Q,G,Y,100,N,N,BIS,N
Y,BJK,VanEck Vectors Gaming ETF,Q,G,Y,100,N,N,BJK,N
Y,BJRI,"BJ's Restaurants, Inc. - Common Stock",Q,Q,N,100,N,N,BJRI,N
Y,BKCC,BlackRock Capital Investment Corporation - Common Stock,Q,Q,N,100,N,N,BKCC,N
Y,BKEP,"Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests",Q,G,N,100,N,N,BKEP,N
Y,BKEPP,"Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units",Q,G,N,100,N,N,BKEPP,N
Y,BKNG,Booking Holdings Inc. - Common Stock,Q,Q,N,100,N,N,BKNG,N
Y,BKSC,Bank of South Carolina Corp. - Common Stock,Q,S,N,100,N,N,BKSC,N
Y,BKYI,"BIO-key International, Inc. - Common Stock",Q,S,N,100,N,D,BKYI,N
Y,BL,"BlackLine, Inc. - Common Stock",Q,Q,N,100,N,N,BL,N
Y,BLBD,Blue Bird Corporation - Common Stock,Q,G,N,100,N,N,BLBD,N
Y,BLCM,"Bellicum Pharmaceuticals, Inc. - Common Stock",Q,G,N,100,N,N,BLCM,N
Y,BLCN,Reality Shares Nasdaq NextGen Economy ETF,Q,G,Y,100,N,N,BLCN,N
Y,BLDP,"Ballard Power Systems, Inc. - Common Shares",Q,G,N,100,N,N,BLDP,N
Y,BLDR,"Builders FirstSource, Inc. - Common Stock",Q,Q,N,100,N,N,BLDR,N
Y,BLFS,"BioLife Solutions, Inc. - Common Stock",Q,S,N,100,N,N,BLFS,N
Y,BLIN,"Bridgeline Digital, Inc. - Common Stock",Q,S,N,100,N,N,BLIN,N
Y,BLKB,"Blackbaud, Inc. - Common Stock",Q,Q,N,100,N,N,BLKB,N
Y,BLMN,"Bloomin' Brands, Inc. - Common Stock",Q,Q,N,100,N,N,BLMN,N
Y,BLNK,Blink Charging Co. - Common Stock,Q,S,N,100,N,N,BLNK,N
Y,BLPH,"Bellerophon Therapeutics, Inc. - Common Stock",Q,S,N,100,N,N,BLPH,N
Y,BLRX,BioLineRx Ltd. - American Depositary Shares,Q,S,N,100,N,N,BLRX,N
Y,BLU,BELLUS Health Inc. - Common Shares,Q,Q,N,100,N,N,BLU,N
Y,BLUE,"bluebird bio, Inc. - Common Stock",Q,Q,N,100,N,N,BLUE,N
Y,BMCH,"BMC Stock Holdings, Inc. - Common Stock",Q,Q,N,100,N,N,BMCH,N
Y,BMLP,"Bank Of Montreal - Dorsey Wright MLP Index ETNs due December 10, 2036",Q,G,N,100,N,N,BMLP,N
Y,BMRA,"Biomerica, Inc. - Common Stock",Q,S,N,100,N,N,BMRA,N
Y,BMRC,Bank of Marin Bancorp - Common Stock,Q,S,N,100,N,N,BMRC,N
Y,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,Q,Q,N,100,N,N,BMRN,N
Y,BMTC,Bryn Mawr Bank Corporation - Common Stock,Q,Q,N,100,N,N,BMTC,N
Y,BND,Vanguard Total Bond Market ETF,Q,G,Y,100,N,N,BND,N
Y,BNDW,Vanguard Total World Bond ETF,Q,G,Y,100,N,N,BNDW,N
Y,BNDX,Vanguard Total International Bond ETF,Q,G,Y,100,N,N,BNDX,N
Y,BNFT,"Benefitfocus, Inc. - Common Stock",Q,G,N,100,N,N,BNFT,N
Y,BNGO,"Bionano Genomics, Inc. - Common Stock",Q,S,N,100,N,N,BNGO,N
Y,BNSO,"Bonso Electronics International, Inc. - Common Stock",Q,S,N,100,N,N,BNSO,N
Y,BNTC,Benitec Biopharma Limited - American Depositary Shares,Q,S,N,100,N,N,BNTC,N
Y,BNTX,BioNTech SE - American Depositary Shares,Q,Q,N,100,N,N,BNTX,N
Y,BOCH,Bank of Commerce Holdings (CA) - Common Stock,Q,G,N,100,N,N,BOCH,N
Y,BOKF,BOK Financial Corporation - Common Stock,Q,Q,N,100,N,N,BOKF,N
Y,BOKFL,BOK Financial Corporation - 5.375% Subordinated Notes due 2056,Q,Q,N,100,N,N,BOKFL,N
Y,BOMN,Boston Omaha Corporation - Class A Common Stock,Q,S,N,100,N,N,BOMN,N
Y,BOOM,DMC Global Inc. - Common Stock,Q,Q,N,100,N,N,BOOM,N
Y,BOSC,B.O.S. Better Online Solutions - Ordinary Shares,Q,S,N,100,N,N,BOSC,N
Y,BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",Q,S,N,100,N,N,BOTJ,N
Y,BOTZ,Global X Robotics & Artificial Intelligence ETF,Q,G,Y,100,N,N,BOTZ,N
Y,BOXL,Boxlight Corporation - Class A Common Stock,Q,S,N,100,N,D,BOXL,N
Y,BPFH,"Boston Private Financial Holdings, Inc. - Common Stock",Q,Q,N,100,N,N,BPFH,N
Y,BPMC,Blueprint Medicines Corporation - Common Stock,Q,Q,N,100,N,N,BPMC,N
Y,BPOP,"Popular, Inc. - Common Stock",Q,Q,N,100,N,N,BPOP,N
Y,BPOPM,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Q,Q,N,100,N,N,BPOPM,N
Y,BPOPN,"Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",Q,Q,N,100,N,N,BPOPN,N
Y,BPRN,The Bank of Princeton - Common Stock,Q,Q,N,100,N,N,BPRN,N
Y,BPTH,"Bio-Path Holdings, Inc. - Common Stock",Q,S,N,100,N,N,BPTH,N
Y,BPY,Brookfield Property Partners L.P. - Limited Partnership Units,Q,Q,N,100,N,N,BPY,N
Y,BPYPN,"Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3",Q,Q,N,100,N,N,BPYPN,N
Y,BPYPO,"Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2",Q,Q,N,100,N,N,BPYPO,N
Y,BPYPP,Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Q,Q,N,100,N,N,BPYPP,N
Y,BPYU,Brookfield Property REIT Inc. - Class A Common Stock,Q,Q,N,100,N,N,BPYU,N
Y,BPYUP,Brookfield Property REIT Inc. - 6.375% Series A Preferred Stock,Q,Q,N,100,N,N,BPYUP,N
Y,BREW,"Craft Brew Alliance, Inc. - Common Stock",Q,Q,N,100,N,N,BREW,N
Y,BRID,Bridgford Foods Corporation - Common Stock,Q,G,N,100,N,N,BRID,N
Y,BRKL,"Brookline Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,BRKL,N
Y,BRKR,Bruker Corporation - Common Stock,Q,Q,N,100,N,N,BRKR,N
Y,BRKS,"Brooks Automation, Inc. - Common Stock",Q,Q,N,100,N,N,BRKS,N
Y,BROG,Brooge Holdings Limited  - Ordinary Shares,Q,S,N,100,N,N,BROG,N
Y,BRP,"BRP Group, Inc. - Class A Common Stock",Q,Q,N,100,N,N,BRP,N
Y,BRPA,Big Rock Partners Acquisition Corp. - Common Stock,Q,S,N,100,N,D,BRPA,N
Y,BRPAR,Big Rock Partners Acquisition Corp. - Right,Q,S,N,100,N,D,BRPAR,N
Y,BRPAU,Big Rock Partners Acquisition Corp. - Unit,Q,S,N,100,N,D,BRPAU,N
Y,BRQS,"Borqs Technologies, Inc.  - Ordinary Shares",Q,S,N,100,N,N,BRQS,N
Y,BRY,Berry Corporation (bry) - Common Stock,Q,Q,N,100,N,N,BRY,N
Y,BSAE,Invesco BulletShares 2021 USD Emerging Markets Debt ETF,Q,G,Y,100,N,N,BSAE,N
Y,BSBE,Invesco BulletShares 2022 USD Emerging Markets Debt ETF,Q,G,Y,100,N,N,BSBE,N
Y,BSBK,Bogota Financial Corp. - Common Stock,Q,S,N,100,N,N,BSBK,N
Y,BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,Q,G,Y,100,N,N,BSCE,N
Y,BSCK,Invesco BulletShares 2020 Corporate Bond ETF,Q,G,Y,100,N,N,BSCK,N
Y,BSCL,Invesco BulletShares 2021 Corporate Bond ETF,Q,G,Y,100,N,N,BSCL,N
Y,BSCM,Invesco BulletShares 2022 Corporate Bond ETF,Q,G,Y,100,N,N,BSCM,N
Y,BSCN,Invesco BulletShares 2023 Corporate Bond ETF,Q,G,Y,100,N,N,BSCN,N
Y,BSCO,Invesco BulletShares 2024 Corporate Bond ETF,Q,G,Y,100,N,N,BSCO,N
Y,BSCP,Invesco BulletShares 2025 Corporate Bond ETF,Q,G,Y,100,N,N,BSCP,N
Y,BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,Q,G,Y,100,N,N,BSCQ,N
Y,BSCR,Invesco BulletShares 2027 Corporate Bond ETF,Q,G,Y,100,N,N,BSCR,N
Y,BSCS,Invesco BulletShares 2028 Corporate Bond ETF,Q,G,Y,100,N,N,BSCS,N
Y,BSCT,Invesco BulletShares 2029 Corporate Bond ETF,Q,G,Y,100,N,N,BSCT,N
Y,BSDE,Invesco BulletShares 2024 USD Emerging Markets Debt ETF,Q,G,Y,100,N,N,BSDE,N
Y,BSET,"Bassett Furniture Industries, Incorporated - Common Stock",Q,Q,N,100,N,N,BSET,N
Y,BSGM,"BioSig Technologies, Inc. - Common Stock",Q,S,N,100,N,N,BSGM,N
Y,BSJK,Invesco BulletShares 2020 High Yield Corporate Bond ETF,Q,G,Y,100,N,N,BSJK,N
Y,BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,Q,G,Y,100,N,N,BSJL,N
Y,BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,Q,G,Y,100,N,N,BSJM,N
Y,BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,Q,G,Y,100,N,N,BSJN,N
Y,BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,Q,G,Y,100,N,N,BSJO,N
Y,BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,Q,G,Y,100,N,N,BSJP,N
Y,BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,Q,G,Y,100,N,N,BSJQ,N
Y,BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,Q,G,Y,100,N,N,BSJR,N
Y,BSML,Invesco BulletShares 2021 Municipal Bond ETF,Q,G,Y,100,N,N,BSML,N
Y,BSMM,Invesco BulletShares 2022 Municipal Bond ETF,Q,G,Y,100,N,N,BSMM,N
Y,BSMN,Invesco BulletShares 2023 Municipal Bond ETF,Q,G,Y,100,N,N,BSMN,N
Y,BSMO,Invesco BulletShares 2024 Municipal Bond ETF,Q,G,Y,100,N,N,BSMO,N
Y,BSMP,Invesco BulletShares 2025 Municipal Bond ETF,Q,G,Y,100,N,N,BSMP,N
Y,BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,Q,G,Y,100,N,N,BSMQ,N
Y,BSMR,Invesco BulletShares 2027 Municipal Bond ETF,Q,G,Y,100,N,N,BSMR,N
Y,BSMS,Invesco BulletShares 2028 Municipal Bond ETF,Q,G,Y,100,N,N,BSMS,N
Y,BSMT,Invesco BulletShares 2029 Municipal Bond ETF,Q,G,Y,100,N,N,BSMT,N
Y,BSQR,BSQUARE Corporation - Common Stock,Q,S,N,100,N,N,BSQR,N
Y,BSRR,Sierra Bancorp - Common Stock,Q,Q,N,100,N,N,BSRR,N
Y,BSTC,BioSpecifics Technologies Corp - Common Stock,Q,G,N,100,N,D,BSTC,N
Y,BSVN,Bank7 Corp. - Common stock,Q,Q,N,100,N,N,BSVN,N
Y,BTAI,"BioXcel Therapeutics, Inc. - Common Stock",Q,S,N,100,N,N,BTAI,N
Y,BTEC,Principal Healthcare Innovators Index ETF,Q,G,Y,100,N,N,BTEC,N
Y,BUG,Global X Cybersecurity ETF,Q,G,Y,100,N,N,BUG,N
Y,BUSE,First Busey Corporation - Common Stock,Q,Q,N,100,N,N,BUSE,N
Y,BVSN,"BroadVision, Inc. - Common Stock",Q,S,N,100,N,N,BVSN,N
Y,BVXV,BiondVax Pharmaceuticals Ltd. - American Depositary Shares,Q,S,N,100,N,N,BVXV,N
Y,BWAY,Brainsway Ltd. - American Depositary Shares,Q,G,N,100,N,N,BWAY,N
Y,BWB,"Bridgewater Bancshares, Inc. - Common Stock",Q,S,N,100,N,N,BWB,N
Y,BWEN,"Broadwind Energy, Inc. - Common Stock",Q,S,N,100,N,N,BWEN,N
Y,BWFG,"Bankwell Financial Group, Inc. - Common Stock",Q,G,N,100,N,N,BWFG,N
Y,BWMX,"Betterware de Mexico, S.A. de C.V. - Ordinary Shares",Q,S,N,100,N,N,BWMX,N
Y,BXRX,"Baudax Bio, Inc. - Common stock",Q,S,N,100,N,N,BXRX,N
Y,BYFC,Broadway Financial Corporation - Common Stock,Q,S,N,100,N,N,BYFC,N
Y,BYND,"Beyond Meat, Inc. - Common stock",Q,Q,N,100,N,N,BYND,N
Y,BYSI,"BeyondSpring, Inc. - Ordinary Shares",Q,S,N,100,N,N,BYSI,N
Y,BZUN,Baozun Inc. - American Depositary Shares,Q,Q,N,100,N,N,BZUN,N
Y,CAAS,"China Automotive Systems, Inc. - Common Stock",Q,S,N,100,N,N,CAAS,N
Y,CABA,"Cabaletta Bio, Inc. - Common Stock",Q,Q,N,100,N,N,CABA,N
Y,CAC,Camden National Corporation - Common Stock,Q,Q,N,100,N,N,CAC,N
Y,CACC,Credit Acceptance Corporation - Common Stock,Q,Q,N,100,N,N,CACC,N
Y,CACG,ClearBridge All Cap Growth ETF,Q,G,Y,100,N,N,CACG,N
Y,CAKE,The Cheesecake Factory Incorporated - Common Stock,Q,Q,N,100,N,N,CAKE,N
Y,CALA,"Calithera Biosciences, Inc. - Common Stock",Q,Q,N,100,N,N,CALA,N
Y,CALB,California BanCorp - Common Stock,Q,Q,N,100,N,N,CALB,N
Y,CALM,"Cal-Maine Foods, Inc. - Common Stock",Q,Q,N,100,N,N,CALM,N
Y,CAMP,CalAmp Corp. - Common Stock,Q,Q,N,100,N,N,CAMP,N
Y,CAMT,Camtek Ltd. - Ordinary Shares,Q,G,N,100,N,N,CAMT,N
Y,CAN,Canaan Inc. - American Depositary Shares,Q,G,N,100,N,N,CAN,N
Y,CAPR,"Capricor Therapeutics, Inc. - Common Stock",Q,S,N,100,N,N,CAPR,N
Y,CAR,"Avis Budget Group, Inc. - Common Stock",Q,Q,N,100,N,N,CAR,N
Y,CARA,"Cara Therapeutics, Inc. - Common Stock",Q,G,N,100,N,N,CARA,N
Y,CARE,Carter Bank & Trust - Common Stock,Q,Q,N,100,N,N,CARE,N
Y,CARG,"CarGurus, Inc. - Class A Common Stock",Q,Q,N,100,N,N,CARG,N
Y,CARO,Carolina Financial Corporation - Common Stock,Q,S,N,100,N,N,CARO,N
Y,CARV,"Carver Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,CARV,N
Y,CARZ,First Trust NASDAQ Global Auto Index Fund,Q,G,Y,100,N,N,CARZ,N
Y,CASA,"Casa Systems, Inc. - Common Stock",Q,Q,N,100,N,N,CASA,N
Y,CASH,"Meta Financial Group, Inc. - Common Stock",Q,Q,N,100,N,N,CASH,N
Y,CASI,"CASI Pharmaceuticals, Inc. - Common Stock",Q,S,N,100,N,N,CASI,N
Y,CASS,"Cass Information Systems, Inc - Common Stock",Q,Q,N,100,N,N,CASS,N
Y,CASY,"Caseys General Stores, Inc. - Common Stock",Q,Q,N,100,N,N,CASY,N
Y,CATB,"Catabasis Pharmaceuticals, Inc. - Common Stock",Q,G,N,100,N,N,CATB,N
Y,CATC,Cambridge Bancorp - Common Stock,Q,S,N,100,N,N,CATC,N
Y,CATH,Global X S&P 500 Catholic Values ETF,Q,G,Y,100,N,N,CATH,N
Y,CATM,Cardtronics plc - Common Stock,Q,Q,N,100,N,N,CATM,N
Y,CATS,"Catasys, Inc. - Common Stock",Q,S,N,100,N,N,CATS,N
Y,CATY,Cathay General Bancorp - Common Stock,Q,Q,N,100,N,N,CATY,N
Y,CBAN,"Colony Bankcorp, Inc. - Common Stock",Q,G,N,100,N,N,CBAN,N
Y,CBAT,"CBAK Energy Technology, Inc. - Common Stock",Q,S,N,100,N,D,CBAT,N
Y,CBAY,CymaBay Therapeutics Inc. - Common Stock,Q,Q,N,100,N,N,CBAY,N
Y,CBFV,"CB Financial Services, Inc. - Common Stock",Q,G,N,100,N,N,CBFV,N
Y,CBIO,"Catalyst Biosciences, Inc.  - Common Stock",Q,S,N,100,N,N,CBIO,N
Y,CBLI,"Cleveland BioLabs, Inc. - Common Stock",Q,S,N,100,N,D,CBLI,N
Y,CBMB,"CBM Bancorp, Inc. - Common Stock",Q,S,N,100,N,N,CBMB,N
Y,CBMG,"Cellular Biomedicine Group, Inc. - Common Stock",Q,Q,N,100,N,N,CBMG,N
Y,CBNK,"Capital Bancorp, Inc. - Common Stock",Q,Q,N,100,N,N,CBNK,N
Y,CBPO,"China Biologic Products Holdings, Inc. - Common Stock",Q,Q,N,100,N,N,CBPO,N
Y,CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",Q,Q,N,100,N,N,CBRL,N
Y,CBSH,"Commerce Bancshares, Inc. - Common Stock",Q,Q,N,100,N,N,CBSH,N
Y,CBSHP,"Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock",Q,Q,N,100,N,N,CBSHP,N
Y,CBTX,"CBTX, Inc. - Common Stock",Q,Q,N,100,N,N,CBTX,N
Y,CCAP,"Crescent Capital BDC, Inc. - Common Stock",Q,G,N,100,N,N,CCAP,N
Y,CCB,Coastal Financial Corporation - Common Stock,Q,Q,N,100,N,N,CCB,N
Y,CCBG,Capital City Bank Group - Common Stock,Q,Q,N,100,N,N,CCBG,N
Y,CCCL,"China Ceramics Co., Ltd. - Common Stock",Q,S,N,100,N,D,CCCL,N
